job_id,timestamp,cpu_usage,memory_usage_MB,disk_io_MBps,network_traffic_Mbps,active_instances,response_time_ms,sla_violation,cost_per_hour_$,workload_type
JOB_268,2024-01-01 04:27:00,18.95,1550.61,394.92,144.52,1,38.84,0,0.25,IoT
JOB_269,2024-01-01 04:28:00,38.36,3005.39,296.92,120.02,2,104.89,0,0.5,Analytics
JOB_270,2024-01-01 04:29:00,19.77,3829.41,428.53,282.39,1,37.73,0,0.25,Streaming
JOB_271,2024-01-01 04:30:00,16.3,1618.1,480.65,187.73,1,37.69,0,0.25,Streaming
JOB_272,2024-01-01 04:31:00,10.55,3370.56,333.06,258.15,1,24.6,0,0.25,Streaming
JOB_273,2024-01-01 04:32:00,39.76,2367.8,453.68,231.41,3,88.45,0,0.75,AI
JOB_274,2024-01-01 04:33:00,21.95,2736.29,233.57,151.97,1,58.07,0,0.25,Analytics
JOB_275,2024-01-01 04:34:00,14.58,3648.46,175.95,183.99,2,34.84,0,0.5,Web
JOB_276,2024-01-01 04:35:00,37.44,2043.27,336.97,240.21,3,108.84,0,0.75,Analytics
JOB_277,2024-01-01 04:36:00,26.48,996.13,391.8,161.87,2,42.33,0,0.5,Streaming
JOB_278,2024-01-01 04:37:00,28.43,2983.79,449.85,213.63,1,67.23,0,0.25,IoT
JOB_279,2024-01-01 04:38:00,12.65,3077.31,99.97,272.49,1,33.24,0,0.25,Streaming
JOB_280,2024-01-01 04:39:00,33.8,1317.37,294.69,289.55,4,72.38,0,1.0,IoT
JOB_281,2024-01-01 04:40:00,16.04,657.09,444.7,237.71,2,45.26,0,0.5,AI
JOB_282,2024-01-01 04:41:00,19.3,1573.42,305.65,204.91,1,54.99,0,0.25,AI
JOB_283,2024-01-01 04:42:00,12.28,3853.86,267.22,160.8,1,31.48,0,0.25,Streaming
JOB_284,2024-01-01 04:43:00,15.21,2966.82,109.54,100.3,1,30.13,0,0.25,AI
JOB_285,2024-01-01 04:44:00,20.87,3399.89,127.12,157.63,2,46.79,0,0.5,Analytics
JOB_286,2024-01-01 04:45:00,27.94,732.96,373.49,215.13,2,74.5,0,0.5,AI
JOB_287,2024-01-01 04:46:00,37.44,3344.5,79.84,116.97,4,71.41,0,1.0,AI
JOB_288,2024-01-01 04:47:00,14.08,2053.89,479.26,144.26,2,38.63,0,0.5,Streaming
JOB_289,2024-01-01 04:48:00,29.42,3101.5,493.1,77.17,2,86.93,0,0.5,Streaming
JOB_290,2024-01-01 04:49:00,12.34,3121.76,86.49,221.27,1,31.47,0,0.25,Streaming
JOB_291,2024-01-01 04:50:00,10.89,1121.33,376.41,188.76,2,25.81,0,0.5,IoT
JOB_292,2024-01-01 04:51:00,37.64,3528.78,492.34,248.37,2,111.88,0,0.5,Streaming
JOB_293,2024-01-01 04:52:00,39.3,2398.12,455.46,155.45,4,87.97,0,1.0,Web
JOB_294,2024-01-01 04:53:00,37.02,1536.45,380.39,132.96,2,92.1,0,0.5,Analytics
JOB_295,2024-01-01 04:54:00,29.74,2690.07,229.05,190.84,2,58.78,0,0.5,IoT
JOB_296,2024-01-01 04:55:00,33.97,3849.84,68.33,290.27,4,59.77,0,1.0,Web
JOB_297,2024-01-01 04:56:00,15.79,2514.83,81.4,69.95,1,24.81,0,0.25,IoT
JOB_298,2024-01-01 04:57:00,20.19,835.62,462.93,142.22,2,52.39,0,0.5,Web
JOB_299,2024-01-01 04:58:00,31.53,2634.05,383.67,230.05,2,77.17,0,0.5,AI
JOB_300,2024-01-01 04:59:00,19.42,3318.89,71.17,171.93,1,50.9,0,0.25,Streaming
JOB_301,2024-01-01 05:00:00,11.24,3888.31,450.15,249.67,1,27.72,0,0.25,Streaming
JOB_302,2024-01-01 05:01:00,13.03,3369.0,305.31,52.35,2,36.17,0,0.5,Web
JOB_303,2024-01-01 05:02:00,23.19,1463.59,51.16,174.9,2,65.61,0,0.5,Analytics
JOB_304,2024-01-01 05:03:00,36.63,3882.43,105.53,87.36,3,93.12,0,0.75,IoT
JOB_305,2024-01-01 05:04:00,33.76,3091.26,343.43,255.14,3,86.54,0,0.75,IoT
JOB_306,2024-01-01 05:05:00,34.21,1598.62,159.6,225.46,4,53.18,0,1.0,Streaming
JOB_307,2024-01-01 05:06:00,32.87,3215.14,292.41,195.89,3,67.57,0,0.75,Analytics
JOB_308,2024-01-01 05:07:00,34.23,2615.03,270.26,251.12,2,66.5,0,0.5,AI
JOB_309,2024-01-01 05:08:00,23.25,3548.95,490.39,99.32,2,48.76,0,0.5,IoT
JOB_310,2024-01-01 05:09:00,18.33,1818.68,70.02,141.01,1,36.99,0,0.25,Web
JOB_311,2024-01-01 05:10:00,21.44,2304.3,381.54,151.36,1,34.09,0,0.25,Streaming
JOB_312,2024-01-01 05:11:00,24.15,2282.17,97.28,129.47,1,62.0,0,0.25,Streaming
JOB_313,2024-01-01 05:12:00,11.92,777.89,182.62,153.18,2,34.31,0,0.5,IoT
JOB_314,2024-01-01 05:13:00,29.66,3429.44,110.74,296.99,2,64.8,0,0.5,Web
JOB_315,2024-01-01 05:14:00,37.29,762.89,265.1,90.7,2,97.51,0,0.5,IoT
JOB_316,2024-01-01 05:15:00,12.12,1825.18,99.81,247.59,2,24.23,0,0.5,Web
JOB_317,2024-01-01 05:16:00,23.23,835.5,165.89,77.43,1,35.62,0,0.25,AI
JOB_318,2024-01-01 05:17:00,11.52,3324.87,69.74,193.47,2,27.64,0,0.5,Streaming
JOB_319,2024-01-01 05:18:00,23.96,1371.13,334.66,229.27,1,50.39,0,0.25,Analytics
JOB_320,2024-01-01 05:19:00,11.18,2650.16,57.4,173.63,1,16.98,0,0.25,Analytics
JOB_321,2024-01-01 05:20:00,25.36,532.34,422.8,51.42,1,52.95,0,0.25,Analytics
JOB_322,2024-01-01 05:21:00,15.19,1162.95,474.0,219.63,2,25.03,0,0.5,AI
JOB_323,2024-01-01 05:22:00,18.41,2092.45,139.42,159.14,2,39.86,0,0.5,Analytics
JOB_324,2024-01-01 05:23:00,29.5,2896.79,174.66,103.14,1,49.01,0,0.25,Web
JOB_325,2024-01-01 05:24:00,29.71,2163.71,238.28,176.86,1,70.12,0,0.25,Streaming
JOB_326,2024-01-01 05:25:00,30.94,987.87,442.15,260.42,4,85.37,0,1.0,IoT
JOB_327,2024-01-01 05:26:00,35.0,2156.04,486.06,194.31,3,67.11,0,0.75,Web
JOB_328,2024-01-01 05:27:00,20.61,2421.28,266.61,231.02,1,31.66,0,0.25,Web
JOB_329,2024-01-01 05:28:00,34.52,1164.54,417.8,52.72,2,96.0,0,0.5,AI
JOB_330,2024-01-01 05:29:00,18.6,555.55,452.8,212.57,1,35.9,0,0.25,AI
JOB_331,2024-01-01 05:30:00,11.04,936.6,268.2,72.28,2,30.0,0,0.5,Analytics
JOB_332,2024-01-01 05:31:00,31.77,2262.09,291.25,238.79,4,50.91,0,1.0,Streaming
JOB_333,2024-01-01 05:32:00,16.58,1639.27,170.76,59.9,2,40.97,0,0.5,IoT
JOB_334,2024-01-01 05:33:00,15.77,1833.52,350.63,234.93,2,38.6,0,0.5,Web
JOB_335,2024-01-01 05:34:00,36.65,3827.96,353.36,257.44,4,81.18,0,1.0,AI
JOB_336,2024-01-01 05:35:00,23.26,3261.13,187.22,259.25,2,67.88,0,0.5,AI
JOB_337,2024-01-01 05:36:00,39.33,3671.87,227.3,188.68,4,83.84,0,1.0,Web
JOB_338,2024-01-01 05:37:00,34.62,734.82,127.82,189.33,4,63.99,0,1.0,Streaming
JOB_339,2024-01-01 05:38:00,10.89,1423.92,346.27,266.67,2,29.04,0,0.5,Analytics
JOB_340,2024-01-01 05:39:00,16.62,1128.7,228.57,198.04,1,27.31,0,0.25,IoT
JOB_341,2024-01-01 05:40:00,24.99,836.69,82.78,68.68,2,53.76,0,0.5,AI
JOB_342,2024-01-01 05:41:00,14.3,1298.89,492.02,218.55,2,26.07,0,0.5,IoT
JOB_343,2024-01-01 05:42:00,15.37,563.56,360.58,172.33,1,25.81,0,0.25,Streaming
JOB_344,2024-01-01 05:43:00,38.68,832.4,433.22,252.92,3,83.22,0,0.75,Analytics
JOB_345,2024-01-01 05:44:00,31.72,1332.25,294.53,285.18,4,78.46,0,1.0,AI
JOB_346,2024-01-01 05:45:00,15.92,843.0,155.64,271.47,2,43.94,0,0.5,Analytics
JOB_347,2024-01-01 05:46:00,24.96,2494.21,257.39,170.38,2,52.01,0,0.5,Web
JOB_348,2024-01-01 05:47:00,21.8,2375.45,83.79,164.25,1,64.87,0,0.25,AI
JOB_349,2024-01-01 05:48:00,37.31,2210.93,108.6,75.49,4,67.68,0,1.0,Analytics
JOB_350,2024-01-01 05:49:00,36.94,2760.54,250.16,185.32,4,85.99,0,1.0,Web
JOB_351,2024-01-01 05:50:00,34.96,2389.76,208.62,163.95,2,87.51,0,0.5,Analytics
JOB_352,2024-01-01 05:51:00,20.82,2803.65,112.81,198.38,2,42.12,0,0.5,Analytics
JOB_353,2024-01-01 05:52:00,36.85,1580.54,434.72,65.45,2,57.53,0,0.5,Analytics
JOB_354,2024-01-01 05:53:00,23.74,1159.38,290.77,224.04,1,50.57,0,0.25,AI
JOB_355,2024-01-01 05:54:00,27.04,2877.65,130.12,241.47,1,62.21,0,0.25,Web
JOB_356,2024-01-01 05:55:00,13.52,730.61,415.86,98.12,2,27.07,0,0.5,Streaming
JOB_357,2024-01-01 05:56:00,36.39,1833.48,183.82,194.91,4,81.0,0,1.0,Web
JOB_358,2024-01-01 05:57:00,11.96,2332.67,445.82,55.46,1,25.61,0,0.25,Web
JOB_359,2024-01-01 05:58:00,32.9,3862.3,423.09,293.24,3,73.79,0,0.75,Streaming
JOB_360,2024-01-01 05:59:00,31.04,1178.59,307.96,231.04,3,58.58,0,0.75,Analytics
JOB_361,2024-01-01 06:00:00,62.14,8232.59,294.37,678.41,4,183.96,0,1.0,IoT
JOB_362,2024-01-01 06:01:00,57.11,5553.93,143.42,486.71,4,105.46,0,1.0,Streaming
JOB_363,2024-01-01 06:02:00,65.21,5224.51,457.82,641.97,3,188.3,0,0.75,Streaming
JOB_364,2024-01-01 06:03:00,71.95,9469.33,70.02,644.64,3,174.31,0,0.75,Streaming
JOB_365,2024-01-01 06:04:00,41.58,5193.18,241.32,287.32,3,91.32,0,0.75,IoT
JOB_366,2024-01-01 06:05:00,51.13,4567.98,264.29,614.34,3,80.99,0,0.75,IoT
JOB_367,2024-01-01 06:06:00,40.51,8902.84,149.45,513.84,2,107.78,0,0.5,AI
JOB_368,2024-01-01 06:07:00,50.37,8953.85,242.68,544.97,2,134.37,0,0.5,AI
JOB_369,2024-01-01 06:08:00,71.81,8059.58,472.19,699.0,2,213.26,0,0.5,Analytics
JOB_370,2024-01-01 06:09:00,67.37,8219.45,216.66,364.8,4,173.08,0,1.0,Streaming
JOB_371,2024-01-01 06:10:00,63.71,6575.84,430.8,584.19,3,109.54,0,0.75,AI
JOB_372,2024-01-01 06:11:00,46.66,8242.12,347.0,596.4,3,97.21,0,0.75,AI
JOB_373,2024-01-01 06:12:00,62.83,7790.95,498.1,550.23,2,173.15,0,0.5,AI
JOB_374,2024-01-01 06:13:00,49.79,9599.9,133.54,604.48,4,103.03,0,1.0,AI
JOB_375,2024-01-01 06:14:00,46.79,9457.17,482.74,592.09,4,89.04,0,1.0,IoT
JOB_376,2024-01-01 06:15:00,51.1,5382.5,187.08,610.38,3,123.46,0,0.75,Streaming
JOB_377,2024-01-01 06:16:00,64.63,4624.18,421.28,260.75,2,135.17,0,0.5,Web
JOB_378,2024-01-01 06:17:00,52.68,7111.81,486.77,472.35,3,149.53,0,0.75,Analytics
JOB_379,2024-01-01 06:18:00,72.44,8153.45,285.61,604.84,2,112.61,0,0.5,AI
JOB_380,2024-01-01 06:19:00,55.96,6791.94,359.68,230.51,2,131.27,0,0.5,Streaming
JOB_381,2024-01-01 06:20:00,69.02,5866.54,423.77,309.17,3,184.67,0,0.75,Analytics
JOB_382,2024-01-01 06:21:00,74.91,7095.07,188.62,589.42,2,168.1,0,0.5,Web
JOB_383,2024-01-01 06:22:00,67.87,4807.74,113.93,672.49,4,154.08,0,1.0,Streaming
JOB_384,2024-01-01 06:23:00,68.54,9613.88,332.26,433.28,4,185.43,0,1.0,IoT
JOB_385,2024-01-01 06:24:00,48.0,5282.19,132.58,560.89,2,127.66,0,0.5,Streaming
JOB_386,2024-01-01 06:25:00,49.03,4846.16,395.78,608.87,4,128.65,0,1.0,IoT
JOB_387,2024-01-01 06:26:00,68.48,4103.99,336.6,452.31,3,127.97,0,0.75,Analytics
JOB_388,2024-01-01 06:27:00,40.34,4576.58,467.9,541.05,4,98.79,0,1.0,Streaming
JOB_389,2024-01-01 06:28:00,52.91,8590.02,212.34,238.0,2,136.39,0,0.5,Analytics
JOB_390,2024-01-01 06:29:00,72.9,9539.63,295.19,454.75,2,217.11,0,0.5,IoT
JOB_391,2024-01-01 06:30:00,59.28,9312.48,85.3,666.63,3,140.45,0,0.75,Web
JOB_392,2024-01-01 06:31:00,47.08,9996.9,445.17,435.49,4,77.09,0,1.0,Analytics
JOB_393,2024-01-01 06:32:00,59.73,5793.51,328.9,549.06,3,93.94,0,0.75,Web
JOB_394,2024-01-01 06:33:00,45.66,8090.24,78.35,346.36,2,128.29,0,0.5,AI
JOB_395,2024-01-01 06:34:00,44.39,9892.76,186.84,305.4,3,110.9,0,0.75,Analytics
JOB_396,2024-01-01 06:35:00,47.86,9268.03,235.96,637.05,4,94.36,0,1.0,Analytics
JOB_397,2024-01-01 06:36:00,40.39,8312.28,310.08,661.53,2,117.78,0,0.5,Analytics
JOB_398,2024-01-01 06:37:00,51.75,5669.81,280.03,470.36,2,153.84,0,0.5,Analytics
JOB_399,2024-01-01 06:38:00,43.31,6648.26,117.04,235.02,4,125.8,0,1.0,Web
JOB_400,2024-01-01 06:39:00,47.38,6001.53,54.91,514.72,4,116.41,0,1.0,Analytics
JOB_401,2024-01-01 06:40:00,62.35,9480.79,118.7,555.49,3,170.71,0,0.75,IoT
JOB_402,2024-01-01 06:41:00,45.5,7506.96,419.73,365.74,4,90.67,0,1.0,Analytics
JOB_403,2024-01-01 06:42:00,65.71,4210.48,387.44,247.23,3,191.8,0,0.75,IoT
JOB_404,2024-01-01 06:43:00,46.83,9739.14,270.24,448.61,4,86.25,0,1.0,Web
JOB_405,2024-01-01 06:44:00,51.36,7927.63,183.53,601.09,4,148.98,0,1.0,IoT
JOB_406,2024-01-01 06:45:00,61.26,9279.52,217.35,485.78,2,170.97,0,0.5,Web
JOB_407,2024-01-01 06:46:00,53.19,8445.54,267.31,632.88,3,110.35,0,0.75,AI
JOB_408,2024-01-01 06:47:00,56.81,8137.94,258.54,413.26,3,96.51,0,0.75,Web
JOB_409,2024-01-01 06:48:00,70.28,5271.35,199.87,627.18,2,201.56,0,0.5,Streaming
JOB_410,2024-01-01 06:49:00,51.51,7680.04,112.01,493.78,3,77.58,0,0.75,Web
JOB_411,2024-01-01 06:50:00,41.71,5425.81,345.55,477.04,3,66.05,0,0.75,Streaming
JOB_412,2024-01-01 06:51:00,72.43,7370.27,245.17,327.96,3,172.25,0,0.75,Streaming
JOB_413,2024-01-01 06:52:00,69.6,5059.39,289.88,205.77,2,171.89,0,0.5,IoT
JOB_414,2024-01-01 06:53:00,65.45,6739.81,306.09,622.07,4,104.36,0,1.0,Analytics
JOB_415,2024-01-01 06:54:00,48.52,9588.73,302.57,688.19,2,134.99,0,0.5,Streaming
JOB_416,2024-01-01 06:55:00,59.65,8351.59,225.13,313.44,2,129.67,0,0.5,IoT
JOB_417,2024-01-01 06:56:00,63.78,8250.95,129.69,673.22,4,185.28,0,1.0,IoT
JOB_418,2024-01-01 06:57:00,56.45,5387.62,279.0,325.85,2,117.36,0,0.5,AI
JOB_419,2024-01-01 06:58:00,72.78,4086.72,422.31,389.89,4,127.32,0,1.0,Web
JOB_420,2024-01-01 06:59:00,56.21,4503.66,189.59,351.55,4,147.55,0,1.0,AI
JOB_421,2024-01-01 07:00:00,44.15,5382.75,182.8,480.05,3,81.4,0,0.75,AI
JOB_422,2024-01-01 07:01:00,65.62,7472.06,371.2,585.08,4,172.91,0,1.0,Analytics
JOB_423,2024-01-01 07:02:00,42.35,8650.07,252.51,478.22,2,96.2,0,0.5,Web
JOB_424,2024-01-01 07:03:00,43.35,5184.27,179.6,624.31,2,115.42,0,0.5,IoT
JOB_425,2024-01-01 07:04:00,40.78,7762.34,198.91,262.33,3,106.41,0,0.75,IoT
JOB_426,2024-01-01 07:05:00,51.02,6525.08,228.72,599.27,4,103.79,0,1.0,Analytics
JOB_427,2024-01-01 07:06:00,62.78,7032.36,217.61,433.64,4,168.31,0,1.0,Web
JOB_428,2024-01-01 07:07:00,43.03,9149.18,441.87,348.52,3,80.66,0,0.75,AI
JOB_429,2024-01-01 07:08:00,70.02,4687.91,178.08,592.41,2,132.85,0,0.5,Streaming
JOB_430,2024-01-01 07:09:00,74.24,6915.13,232.59,642.96,3,178.55,0,0.75,Analytics
JOB_431,2024-01-01 07:10:00,73.04,9760.09,114.62,454.26,2,150.82,0,0.5,Analytics
JOB_432,2024-01-01 07:11:00,44.83,4821.01,102.27,493.75,4,75.34,0,1.0,AI
JOB_433,2024-01-01 07:12:00,61.15,6696.68,386.36,421.68,2,133.87,0,0.5,Web
JOB_434,2024-01-01 07:13:00,68.88,9516.81,98.69,620.23,2,156.72,0,0.5,AI
JOB_435,2024-01-01 07:14:00,74.97,5417.02,316.17,509.79,3,164.58,0,0.75,Streaming
JOB_436,2024-01-01 07:15:00,67.29,8932.87,175.15,486.27,2,188.28,0,0.5,IoT
JOB_437,2024-01-01 07:16:00,52.57,8417.1,151.23,653.5,3,111.83,0,0.75,IoT
JOB_438,2024-01-01 07:17:00,58.23,4217.79,463.36,660.96,2,117.05,0,0.5,Streaming
JOB_439,2024-01-01 07:18:00,51.66,5086.09,396.85,282.15,4,140.96,0,1.0,IoT
JOB_440,2024-01-01 07:19:00,46.38,7869.31,422.24,232.44,4,131.68,0,1.0,Streaming
JOB_441,2024-01-01 07:20:00,66.95,7126.93,202.31,323.81,4,101.32,0,1.0,Analytics
JOB_442,2024-01-01 07:21:00,64.87,5042.37,342.64,625.84,4,103.8,0,1.0,Analytics
JOB_443,2024-01-01 07:22:00,57.2,6329.96,138.61,327.78,2,154.42,0,0.5,Streaming
JOB_444,2024-01-01 07:23:00,74.74,9717.33,320.66,455.73,2,146.53,0,0.5,Web
JOB_445,2024-01-01 07:24:00,59.95,4726.4,429.24,202.74,2,179.23,0,0.5,AI
JOB_446,2024-01-01 07:25:00,68.08,7081.22,450.15,679.5,3,197.54,0,0.75,Web
JOB_447,2024-01-01 07:26:00,70.49,4093.35,259.71,484.55,2,191.88,0,0.5,AI
JOB_448,2024-01-01 07:27:00,51.09,8974.14,66.59,661.11,3,92.41,0,0.75,Analytics
JOB_449,2024-01-01 07:28:00,53.21,7490.94,70.62,334.82,3,123.53,0,0.75,Streaming
JOB_450,2024-01-01 07:29:00,65.87,9753.04,241.16,238.07,2,120.95,0,0.5,Analytics
JOB_451,2024-01-01 07:30:00,70.74,6843.87,340.96,650.84,3,131.07,0,0.75,Streaming
JOB_452,2024-01-01 07:31:00,48.32,8751.18,437.87,221.69,3,108.12,0,0.75,AI
JOB_453,2024-01-01 07:32:00,62.27,8875.36,253.86,674.21,4,163.81,0,1.0,AI
JOB_454,2024-01-01 07:33:00,66.79,7928.75,200.73,615.26,3,153.17,0,0.75,Web
JOB_455,2024-01-01 07:34:00,70.02,4600.18,78.86,532.71,2,107.57,0,0.5,AI
JOB_456,2024-01-01 07:35:00,41.94,4580.94,498.54,485.35,3,108.34,0,0.75,Analytics
JOB_457,2024-01-01 07:36:00,47.28,9921.23,338.15,449.49,3,93.35,0,0.75,Web
JOB_458,2024-01-01 07:37:00,48.64,6300.49,220.06,687.93,3,119.95,0,0.75,Streaming
JOB_459,2024-01-01 07:38:00,45.55,8237.68,305.8,207.48,3,82.98,0,0.75,AI
JOB_460,2024-01-01 07:39:00,57.59,5491.81,402.18,574.66,4,124.18,0,1.0,IoT
JOB_461,2024-01-01 07:40:00,60.71,4059.77,259.42,671.21,3,125.19,0,0.75,AI
JOB_462,2024-01-01 07:41:00,61.55,8575.81,255.11,673.35,4,92.72,0,1.0,Analytics
JOB_463,2024-01-01 07:42:00,67.6,9450.55,407.63,680.42,3,153.89,0,0.75,IoT
JOB_464,2024-01-01 07:43:00,64.92,8418.78,350.94,687.27,3,99.03,0,0.75,IoT
JOB_465,2024-01-01 07:44:00,74.34,9216.45,187.91,494.6,2,205.53,0,0.5,AI
JOB_466,2024-01-01 07:45:00,41.02,7970.43,394.0,518.67,3,116.05,0,0.75,IoT
JOB_467,2024-01-01 07:46:00,49.46,6209.3,445.93,504.46,3,124.67,0,0.75,Web
JOB_468,2024-01-01 07:47:00,59.97,5314.59,273.2,366.45,2,171.75,0,0.5,IoT
JOB_469,2024-01-01 07:48:00,58.18,8719.16,369.9,459.83,3,156.87,0,0.75,Web
JOB_470,2024-01-01 07:49:00,53.42,6692.5,149.35,205.86,3,149.31,0,0.75,IoT
JOB_471,2024-01-01 07:50:00,42.05,7803.02,341.57,664.39,2,109.07,0,0.5,Analytics
JOB_472,2024-01-01 07:51:00,41.21,7555.84,314.91,647.42,3,100.64,0,0.75,Analytics
JOB_473,2024-01-01 07:52:00,72.17,6569.09,97.07,619.83,2,140.29,0,0.5,Analytics
JOB_474,2024-01-01 07:53:00,59.4,8193.6,142.53,377.2,4,173.51,0,1.0,Analytics
JOB_475,2024-01-01 07:54:00,46.12,5302.89,293.02,569.74,3,70.2,0,0.75,Streaming
JOB_476,2024-01-01 07:55:00,59.5,5005.67,145.92,324.18,4,130.87,0,1.0,IoT
JOB_477,2024-01-01 07:56:00,44.73,8250.0,382.64,528.85,3,117.76,0,0.75,AI
JOB_478,2024-01-01 07:57:00,45.15,9999.5,175.63,618.85,2,98.62,0,0.5,Streaming
JOB_479,2024-01-01 07:58:00,68.16,5734.89,151.39,561.85,4,148.52,0,1.0,Analytics
JOB_480,2024-01-01 07:59:00,45.2,9235.02,87.44,305.1,2,84.37,0,0.5,AI
JOB_481,2024-01-01 08:00:00,50.5,9159.06,482.71,611.84,4,134.95,0,1.0,Web
JOB_482,2024-01-01 08:01:00,61.42,9821.61,71.47,689.49,2,150.91,0,0.5,AI
JOB_483,2024-01-01 08:02:00,67.98,4013.2,371.92,516.42,4,182.77,0,1.0,Analytics
JOB_484,2024-01-01 08:03:00,40.21,8957.91,405.31,499.56,4,61.64,0,1.0,Web
JOB_485,2024-01-01 08:04:00,47.91,5574.82,241.68,638.33,2,113.28,0,0.5,IoT
JOB_486,2024-01-01 08:05:00,69.89,9656.13,270.26,367.57,2,127.01,0,0.5,Streaming
JOB_487,2024-01-01 08:06:00,57.3,8121.3,348.71,316.02,3,120.49,0,0.75,Web
JOB_488,2024-01-01 08:07:00,41.68,4989.69,111.74,646.87,4,78.25,0,1.0,AI
JOB_489,2024-01-01 08:08:00,62.53,5312.42,157.61,239.62,4,164.57,0,1.0,IoT
JOB_490,2024-01-01 08:09:00,55.23,4820.04,290.76,669.36,4,103.36,0,1.0,Streaming
JOB_491,2024-01-01 08:10:00,52.78,5350.8,253.76,638.24,3,129.65,0,0.75,IoT
JOB_492,2024-01-01 08:11:00,48.9,5609.52,141.15,383.16,3,135.21,0,0.75,AI
JOB_493,2024-01-01 08:12:00,74.09,4444.72,426.18,324.14,4,171.49,0,1.0,IoT
JOB_494,2024-01-01 08:13:00,61.97,9346.39,131.24,636.19,4,102.67,0,1.0,Analytics
JOB_495,2024-01-01 08:14:00,52.22,4347.48,106.33,289.53,3,131.59,0,0.75,Streaming
JOB_496,2024-01-01 08:15:00,73.43,8615.39,306.59,225.8,4,171.85,0,1.0,IoT
JOB_497,2024-01-01 08:16:00,66.05,4428.79,288.77,556.19,4,137.4,0,1.0,Streaming
JOB_498,2024-01-01 08:17:00,40.09,8911.96,424.26,699.55,2,94.41,0,0.5,IoT
JOB_499,2024-01-01 08:18:00,52.78,6443.2,188.23,589.67,3,142.22,0,0.75,Web
JOB_500,2024-01-01 08:19:00,60.81,5757.78,139.67,288.0,4,111.98,0,1.0,IoT
JOB_501,2024-01-01 08:20:00,68.45,8530.16,233.45,677.68,3,175.4,0,0.75,AI
JOB_502,2024-01-01 08:21:00,59.36,4943.63,202.68,429.04,4,169.01,0,1.0,Web
JOB_503,2024-01-01 08:22:00,56.13,6513.38,259.13,589.68,4,114.51,0,1.0,Analytics
JOB_504,2024-01-01 08:23:00,50.89,4702.81,397.98,311.09,3,92.9,0,0.75,Analytics
JOB_505,2024-01-01 08:24:00,48.58,7654.62,457.05,516.58,2,77.13,0,0.5,IoT
JOB_506,2024-01-01 08:25:00,70.35,8744.05,205.28,530.56,2,117.6,0,0.5,IoT
JOB_507,2024-01-01 08:26:00,45.24,4579.39,367.37,303.01,4,105.44,0,1.0,AI
JOB_508,2024-01-01 08:27:00,52.96,8433.18,304.92,497.42,3,100.15,0,0.75,Web
JOB_509,2024-01-01 08:28:00,52.19,9381.78,427.34,600.38,3,128.67,0,0.75,AI
JOB_510,2024-01-01 08:29:00,61.52,4698.4,350.68,240.97,4,170.46,0,1.0,Streaming
JOB_511,2024-01-01 08:30:00,47.76,7057.22,167.34,374.98,2,100.57,0,0.5,Streaming
JOB_512,2024-01-01 08:31:00,64.3,5334.0,432.89,448.91,2,125.29,0,0.5,Web
JOB_513,2024-01-01 08:32:00,58.8,9086.6,416.81,313.6,2,150.88,0,0.5,IoT
JOB_514,2024-01-01 08:33:00,40.14,8094.7,200.73,543.29,3,88.09,0,0.75,AI
JOB_515,2024-01-01 08:34:00,58.32,7928.07,388.92,361.58,4,88.05,0,1.0,Web
JOB_516,2024-01-01 08:35:00,74.9,7423.21,483.06,502.83,4,137.33,0,1.0,AI
JOB_517,2024-01-01 08:36:00,55.21,6214.71,59.65,696.36,4,156.88,0,1.0,Web
JOB_518,2024-01-01 08:37:00,46.73,6778.47,273.03,561.97,4,83.33,0,1.0,Analytics
JOB_519,2024-01-01 08:38:00,70.83,6547.95,443.07,213.66,3,174.37,0,0.75,Analytics
JOB_520,2024-01-01 08:39:00,43.09,9680.95,379.38,458.61,3,106.55,0,0.75,Streaming
JOB_521,2024-01-01 08:40:00,65.04,8852.1,153.23,463.83,2,111.67,0,0.5,IoT
JOB_522,2024-01-01 08:41:00,57.97,8982.15,395.35,254.3,2,171.1,0,0.5,Web
JOB_523,2024-01-01 08:42:00,61.82,9264.75,230.84,495.72,3,139.76,0,0.75,Streaming
JOB_524,2024-01-01 08:43:00,50.91,9619.66,130.54,439.35,4,101.88,0,1.0,AI
JOB_525,2024-01-01 08:44:00,67.58,4717.48,285.04,519.81,3,187.83,0,0.75,AI
JOB_526,2024-01-01 08:45:00,56.06,4808.93,422.74,564.63,2,98.15,0,0.5,AI
JOB_527,2024-01-01 08:46:00,61.09,6725.69,453.72,362.95,2,166.79,0,0.5,Analytics
JOB_528,2024-01-01 08:47:00,68.23,4574.02,149.76,505.69,2,169.57,0,0.5,Analytics
JOB_529,2024-01-01 08:48:00,41.61,9422.43,100.07,579.91,2,88.55,0,0.5,Streaming
JOB_530,2024-01-01 08:49:00,56.84,4998.01,496.86,383.2,3,119.27,0,0.75,Analytics
JOB_531,2024-01-01 08:50:00,56.46,9000.74,245.96,222.71,3,108.05,0,0.75,Streaming
JOB_532,2024-01-01 08:51:00,69.15,6554.73,149.68,574.31,4,203.55,0,1.0,Streaming
JOB_533,2024-01-01 08:52:00,41.96,5942.44,56.05,663.97,3,91.23,0,0.75,Web
JOB_534,2024-01-01 08:53:00,62.78,9969.03,191.38,499.49,2,149.24,0,0.5,Web
